Sección,Beat #,Texto del guión,Shot (descripción),Stock ID,Duración (s),Inicio,Fin,CapCut Motion,Ref. hoja Shots
MARCA 1 - CARBONELL,274,uno no es solo la propiedad compartida.,Pouring pure Extra Virgin Olive Oil,606843,2.4,13:34.00,13:36.40,PAN RIGHT · 4s,bottle_pouring
MARCA 1 - CARBONELL,275,Es lo que la propia marca hace con su gama.,An Exquisite Representation of the Finest Olive Oil: A Harvest Reserve Bottle,6264187,3.4,13:36.40,13:39.80,ZOOM OUT SLOW · 4s,premium_bottle
MARCA 1 - CARBONELL,276,"Carbonell vende, con el mismo apellido, el mismo diseño de","Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,3.4,13:39.80,13:43.20,STATIC,generic_shelf
MARCA 1 - CARBONELL,277,etiqueta y el mismo tapón amarillo reconocible desde el otro,"Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,3.4,13:43.20,13:46.60,PAN LEFT · 4s,generic_shelf
MARCA 1 - CARBONELL,278,"lado del supermercado, tanto su línea ""Virgen Extra"" como su","Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,3.4,13:46.60,13:50.00,DIAGONAL PAN + ZOOM IN · 4s,generic_shelf
MARCA 1 - CARBONELL,279,"línea clásica, simplemente llamada ""Aceite de Oliva"".","Fixed clip of full grocery store shelves, filled with brightly coloured products",6181813,2.4,13:50.00,13:52.40,ZOOM IN FAST · 2s,generic_shelf
MARCA 1 - CARBONELL,280,Esta segunda es la que la mayoría de los hogares,Rotating Around Euros,6285,3.4,13:52.40,13:55.80,PAN UP · 4s,euros_rotating
MARCA 1 - CARBONELL,281,españoles ha comprado durante generaciones sin saber exactamente qué diferencia,Rotating Around Euros,6285,3.4,13:55.80,13:59.20,ZOOM IN SLOW · 4s,euros_rotating
MARCA 1 - CARBONELL,282,a una de la otra.,Rotating Around Euros,6285,1.7,13:59.20,14:00.90,PAN RIGHT · 4s,euros_rotating
MARCA 1 - CARBONELL,283,Y la diferencia es enorme.,"Archival footage, women working in factories, 1915",98280,1.7,14:00.90,14:02.60,ZOOM OUT SLOW · 4s,vintage_factory
MARCA 1 - CARBONELL,284,"""Aceite de Oliva"" a secas —sin la palabra virgen en","Red candles stock market down, arrow drop",6169589,3.4,14:02.60,14:06.00,STATIC,stock_down
MARCA 1 - CARBONELL,285,"ningún sitio de la etiqueta— es, por definición legal, una","Red candles stock market down, arrow drop",6169589,3.4,14:06.00,14:09.40,PAN LEFT · 4s,stock_down
MARCA 1 - CARBONELL,286,mezcla de aceite de oliva refinado con una pequeña proporción,"Red candles stock market down, arrow drop",6169589,3.4,14:09.40,14:12.80,DIAGONAL PAN + ZOOM IN · 4s,stock_down
MARCA 1 - CARBONELL,287,de aceite virgen añadido al final del proceso.,"Red candles stock market down, arrow drop",6169589,2.8,14:12.80,14:15.60,ZOOM IN FAST · 2s,stock_down
MARCA 1 - CARBONELL,288,"El refinado se obtiene sometiendo aceitunas de baja calidad, con","Hand shake, diversity partnership",1233440,3.4,14:15.60,14:19.00,PAN UP · 4s,handshake1
MARCA 1 - CARBONELL,289,"demasiada acidez o demasiados defectos para venderse como virgen, a","Hand shake, diversity partnership",1233440,3.4,14:19.00,14:22.40,ZOOM IN SLOW · 4s,handshake1
MARCA 1 - CARBONELL,290,un proceso industrial con calor y disolventes químicos que elimina,"Hand shake, diversity partnership",1233440,3.4,14:22.40,14:25.80,PAN RIGHT · 4s,handshake1
MARCA 1 - CARBONELL,291,"el sabor, el color y el olor.","Hand shake, diversity partnership",1233440,2.4,14:25.80,14:28.20,ZOOM OUT SLOW · 4s,handshake1
MARCA 1 - CARBONELL,292,"Después se le añade un poco de aceite virgen, normalmente",Dolly Shot Of Sun Setting Behind Olive Trees,3322694,3.4,14:28.20,14:31.60,STATIC,sunset_dolly
MARCA 1 - CARBONELL,293,"entre un cinco y un quince por ciento, solo para",Dolly Shot Of Sun Setting Behind Olive Trees,3322694,3.4,14:31.60,14:35.00,PAN LEFT · 4s,sunset_dolly
MARCA 1 - CARBONELL,294,devolverle algo de aroma y un tono dorado reconocible.,Dolly Shot Of Sun Setting Behind Olive Trees,3322694,3.1,14:35.00,14:38.10,DIAGONAL PAN + ZOOM IN · 4s,sunset_dolly
MARCA 1 - CARBONELL,295,Es exactamente lo contrario de lo que el apellido Carbonell,"Hands counting new fifty euro bills, money stack",989385,3.4,14:38.10,14:41.50,ZOOM IN FAST · 2s,counting_euros2
MARCA 1 - CARBONELL,296,lleva siglo y medio prometiendo.,"Hands counting new fifty euro bills, money stack",989385,1.7,14:41.50,14:43.20,PAN UP · 4s,counting_euros2
MARCA 1 - CARBONELL,297,"Y sin embargo, esa botella amarilla ha estado en la",Close up of printed numbers adding up with plus symbols on a paper roll,7223545,3.4,14:43.20,14:46.60,ZOOM IN SLOW · 4s,adding_machine
MARCA 1 - CARBONELL,298,"cocina de tu abuela, en la tuya, y probablemente seguirá",Close up of printed numbers adding up with plus symbols on a paper roll,7223545,3.4,14:46.60,14:50.00,PAN RIGHT · 4s,adding_machine
MARCA 1 - CARBONELL,299,"en la de tus hijos, porque el nombre genera una",Close up of printed numbers adding up with plus symbols on a paper roll,7223545,3.4,14:50.00,14:53.40,ZOOM OUT SLOW · 4s,adding_machine
MARCA 1 - CARBONELL,300,confianza que el contenido de esa línea concreta no siempre respalda.,Close up of printed numbers adding up with plus symbols on a paper roll,7223545,3.8,14:53.40,14:57.20,STATIC,adding_machine
MARCA 1 - CARBONELL,301,El consumo medio de aceite de oliva en España ronda,Technicians examining olive oil,1848743,3.4,14:57.20,15:00.60,PAN LEFT · 4s,technicians_oil
MARCA 1 - CARBONELL,302,los diez litros por persona al año.,Technicians examining olive oil,1848743,2.4,15:00.60,15:03.00,DIAGONAL PAN + ZOOM IN · 4s,technicians_oil
MARCA 1 - CARBONELL,303,"Si una parte relevante de ese consumo procede, sin que","Traditional whitewashed houses with balconies and barred windows line a narrow cobblestone street, Andalusian village",5987261,3.4,15:03.00,15:06.40,ZOOM IN FAST · 2s,andalusia_street
MARCA 1 - CARBONELL,304,"el comprador lo sepa del todo, de la línea refinada","Traditional whitewashed houses with balconies and barred windows line a narrow cobblestone street, Andalusian village",5987261,3.4,15:06.40,15:09.80,PAN UP · 4s,andalusia_street
MARCA 1 - CARBONELL,305,"en lugar de la virgen extra, la diferencia en polifenoles","Traditional whitewashed houses with balconies and barred windows line a narrow cobblestone street, Andalusian village",5987261,3.4,15:09.80,15:13.20,ZOOM IN SLOW · 4s,andalusia_street
MARCA 1 - CARBONELL,306,y antioxidantes acumulada a lo largo de una vida no,"Traditional whitewashed houses with balconies and barred windows line a narrow cobblestone street, Andalusian village",5987261,3.4,15:13.20,15:16.60,PAN RIGHT · 4s,andalusia_street
MARCA 1 - CARBONELL,307,es un detalle menor.,"Traditional whitewashed houses with balconies and barred windows line a narrow cobblestone street, Andalusian village",5987261,1.4,15:16.60,15:18.00,ZOOM OUT SLOW · 4s,andalusia_street
MARCA 1 - CARBONELL,308,Es la suma de miles de pequeñas decisiones tomadas con información incompleta.,"Central avatar appearing and expanding, sending connecting lines and nodes, showing company network",7618572,4.1,15:18.00,15:22.10,STATIC,network_anim
MARCA 1 - CARBONELL,309,Siete marcas.,Close up of olive oil and other cooking oil bottles on a shelf in a supermarket,3472735,0.7,15:22.10,15:22.80,PAN LEFT · 4s,shelf_oils
MARCA 1 - CARBONELL,310,La mayoría de ellas repartidas entre dos o tres grupos,Close-up of a Bottle with Yellow Cap,3811676,3.4,15:22.80,15:26.20,DIAGONAL PAN + ZOOM IN · 4s,yellow_cap
MARCA 1 - CARBONELL,311,industriales que se disfrazan de competencia real.,Close-up of a Bottle with Yellow Cap,3811676,2.4,15:26.20,15:28.60,ZOOM IN FAST · 2s,yellow_cap
MARCA 1 - CARBONELL,312,"Ahora que sabes cómo detectarlo, vamos a las tres que",Two bottles of olive oil and extra virgin olive,2310359,3.4,15:28.60,15:32.00,PAN UP · 4s,two_bottles_compare
MARCA 1 - CARBONELL,313,sí están construidas de otra manera.,Two bottles of olive oil and extra virgin olive,2310359,2.1,15:32.00,15:34.10,ZOOM IN SLOW · 4s,two_bottles_compare
MEJOR OPCION 3 - MELGAREJO,314,Mejor opción número 3.,Vast Olive Grove at Sunset,6163120,1.4,15:34.10,15:35.50,PAN RIGHT · 4s,olive_grove_hillside
MEJOR OPCION 3 - MELGAREJO,315,Melgarejo.,Close view of hand picking black olives from green tree branches,6295653,0.3,15:35.50,15:35.80,ZOOM OUT SLOW · 4s,hand_picking_olives
MEJOR OPCION 3 - MELGAREJO,316,"Melgarejo es una familia de Jaén, la provincia que por",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.4,15:35.80,15:39.20,STATIC,cert_stamp
MEJOR OPCION 3 - MELGAREJO,317,sí sola produce más aceite de oliva que la mayoría,Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.4,15:39.20,15:42.60,PAN LEFT · 4s,cert_stamp
MEJOR OPCION 3 - MELGAREJO,318,de los países del mundo juntos.,Stamp with CERTIFIED text of flat style isolated on white background,3982793,2.1,15:42.60,15:44.70,DIAGONAL PAN + ZOOM IN · 4s,cert_stamp
MEJOR OPCION 3 - MELGAREJO,319,"Trabajan variedades locales, muelen la aceituna el mismo día de",Aerial View of Olive Grove Landscape,6956087,3.4,15:44.70,15:48.10,ZOOM IN FAST · 2s,olive_grove_aerial
MEJOR OPCION 3 - MELGAREJO,320,"la recolección —una ventana de horas, no de días— y",Aerial View of Olive Grove Landscape,6956087,3.4,15:48.10,15:51.50,PAN UP · 4s,olive_grove_aerial
MEJOR OPCION 3 - MELGAREJO,321,"su producción está certificada bajo Denominación de Origen, un sello",Aerial View of Olive Grove Landscape,6956087,3.4,15:51.50,15:54.90,ZOOM IN SLOW · 4s,olive_grove_aerial
MEJOR OPCION 3 - MELGAREJO,322,"que sí exige control de origen geográfico real, no una",Aerial View of Olive Grove Landscape,6956087,3.4,15:54.90,15:58.30,PAN RIGHT · 4s,olive_grove_aerial
MEJOR OPCION 3 - MELGAREJO,323,"etiqueta genérica de ""Unión Europea"".",Aerial View of Olive Grove Landscape,6956087,1.7,15:58.30,15:60.00,ZOOM OUT SLOW · 4s,olive_grove_aerial
MEJOR OPCION 3 - MELGAREJO,324,La Denominación de Origen es exactamente lo que le falta,Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,3.4,15:60.00,16:03.40,STATIC,magnifier_doc
MEJOR OPCION 3 - MELGAREJO,325,a todas las marcas que acabas de ver.,Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,2.8,16:03.40,16:06.20,PAN LEFT · 4s,magnifier_doc
MEJOR OPCION 3 - MELGAREJO,326,En España existen actualmente cerca de treinta Denominaciones de Origen,Aerial video of a man pruning olive tree with chainsaw,1255745,3.4,16:06.20,16:09.60,DIAGONAL PAN + ZOOM IN · 4s,pruning_aerial
MEJOR OPCION 3 - MELGAREJO,327,"Protegida para el aceite de oliva, reconocidas por la Unión",Aerial video of a man pruning olive tree with chainsaw,1255745,3.4,16:09.60,16:13.00,ZOOM IN FAST · 2s,pruning_aerial
MEJOR OPCION 3 - MELGAREJO,328,"Europea, entre ellas Baena, Sierra Mágina, Priego de Córdoba y Sierra de Cazorla.",Aerial video of a man pruning olive tree with chainsaw,1255745,4.5,16:13.00,16:17.50,PAN UP · 4s,pruning_aerial
MEJOR OPCION 3 - MELGAREJO,329,Cada una obliga a que el cien por cien de,Farmer harvesting olive with rack,1848680,3.4,16:17.50,16:20.90,ZOOM IN SLOW · 4s,harvest_rack
MEJOR OPCION 3 - MELGAREJO,330,"la aceituna proceda de una zona geográfica delimitada, verificada por",Farmer harvesting olive with rack,1848680,3.4,16:20.90,16:24.30,PAN RIGHT · 4s,harvest_rack
MEJOR OPCION 3 - MELGAREJO,331,"un consejo regulador independiente, no por el propio fabricante.",Farmer harvesting olive with rack,1848680,3.1,16:24.30,16:27.40,ZOOM OUT SLOW · 4s,harvest_rack
MEJOR OPCION 3 - MELGAREJO,332,Cuando ves el sello de una Denominación de Origen en,Close view of olive tree branch with leaves moving in daylight,7504652,3.4,16:27.40,16:30.80,STATIC,branch_daylight
MEJOR OPCION 3 - MELGAREJO,333,"una botella, estás viendo el equivalente real de lo que",Close view of olive tree branch with leaves moving in daylight,7504652,3.4,16:30.80,16:34.20,PAN LEFT · 4s,branch_daylight
MEJOR OPCION 3 - MELGAREJO,334,"las grandes marcas simulan con palabras como ""tradicional"" o ""selección",Close view of olive tree branch with leaves moving in daylight,7504652,3.4,16:34.20,16:37.60,DIAGONAL PAN + ZOOM IN · 4s,branch_daylight
MEJOR OPCION 3 - MELGAREJO,335,"especial"": una garantía verificada por un tercero, no una frase",Close view of olive tree branch with leaves moving in daylight,7504652,3.4,16:37.60,16:41.00,ZOOM IN FAST · 2s,branch_daylight
MEJOR OPCION 3 - MELGAREJO,336,de marketing que nadie audita.,Close view of olive tree branch with leaves moving in daylight,7504652,1.7,16:41.00,16:42.70,PAN UP · 4s,branch_daylight
MEJOR OPCION 3 - MELGAREJO,337,"La variedad picual, dominante en Jaén, produce aceites con más","The olives are in a spoon, olive oil flows",4312045,3.4,16:42.70,16:46.10,ZOOM IN SLOW · 4s,spoon_olives
MEJOR OPCION 3 - MELGAREJO,338,"cuerpo, más picor y más estabilidad frente a la oxidación","The olives are in a spoon, olive oil flows",4312045,3.4,16:46.10,16:49.50,PAN RIGHT · 4s,spoon_olives
MEJOR OPCION 3 - MELGAREJO,339,que muchas otras variedades comerciales.,"The olives are in a spoon, olive oil flows",4312045,1.7,16:49.50,16:51.20,ZOOM OUT SLOW · 4s,spoon_olives
MEJOR OPCION 3 - MELGAREJO,340,"Eso significa que, además de la trazabilidad, este tipo de",Olive tree branches with small bottles of olive oil,6643654,3.4,16:51.20,16:54.60,STATIC,branch_bottles
MEJOR OPCION 3 - MELGAREJO,341,"aceite envejece mejor en tu propia cocina, algo que ningún",Olive tree branches with small bottles of olive oil,6643654,3.4,16:54.60,16:58.00,PAN LEFT · 4s,branch_bottles
MEJOR OPCION 3 - MELGAREJO,342,coupage industrial puede garantizar porque su composición cambia de lote en lote.,Olive tree branches with small bottles of olive oil,6643654,4.1,16:58.00,17:02.10,DIAGONAL PAN + ZOOM IN · 4s,branch_bottles
MEJOR OPCION 2 - CASTILLO DE CANENA,343,Mejor opción número 2.,Vast Olive Grove at Sunset,6163120,1.4,17:02.10,17:03.50,ZOOM IN FAST · 2s,olive_grove_sunset
MEJOR OPCION 2 - CASTILLO DE CANENA,344,Castillo de Canena.,Video of drone of a family playfully runs through olive groves,5682519,1,17:03.50,17:04.50,PAN UP · 4s,family_olive_grove
MEJOR OPCION 2 - CASTILLO DE CANENA,345,"Esta es una familia de Jaén, los Vañó, que decidió",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.4,17:04.50,17:07.90,ZOOM IN SLOW · 4s,cert_stamp
MEJOR OPCION 2 - CASTILLO DE CANENA,346,hace unas décadas dejar de vender su cosecha a granel,Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.4,17:07.90,17:11.30,PAN RIGHT · 4s,cert_stamp
MEJOR OPCION 2 - CASTILLO DE CANENA,347,a las grandes envasadoras y embotellar bajo su propio nombre.,Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.4,17:11.30,17:14.70,ZOOM OUT SLOW · 4s,cert_stamp
MEJOR OPCION 2 - CASTILLO DE CANENA,348,El resultado ha sido reconocido varias veces en concursos internacionales,Hand holding a small dark green glass bottle with a red cap,3717430,3.4,17:14.70,17:18.10,STATIC,dark_bottle_label
MEJOR OPCION 2 - CASTILLO DE CANENA,349,"de aceite de oliva, de esos donde paneles de cata",Hand holding a small dark green glass bottle with a red cap,3717430,3.4,17:18.10,17:21.50,PAN LEFT · 4s,dark_bottle_label
MEJOR OPCION 2 - CASTILLO DE CANENA,350,profesionales evalúan a ciegas sin saber qué marca están probando.,Hand holding a small dark green glass bottle with a red cap,3717430,3.4,17:21.50,17:24.90,DIAGONAL PAN + ZOOM IN · 4s,dark_bottle_label
MEJOR OPCION 2 - CASTILLO DE CANENA,351,Castillo de Canena trabaja variedades poco habituales en el mercado,Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,3.4,17:24.90,17:28.30,ZOOM IN FAST · 2s,magnifier_doc
MEJOR OPCION 2 - CASTILLO DE CANENA,352,"masivo —picual, arbequina en distintas proporciones, algunas ediciones monovarietales— y",Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,3.4,17:28.30,17:31.70,PAN UP · 4s,magnifier_doc
MEJOR OPCION 2 - CASTILLO DE CANENA,353,"publica la fecha de cosecha en cada botella, no solo",Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,3.4,17:31.70,17:35.10,ZOOM IN SLOW · 4s,magnifier_doc
MEJOR OPCION 2 - CASTILLO DE CANENA,354,una fecha de caducidad genérica.,Close-Up of a Magnifying Glass on an Aged Document Highlighting Detailed Text and Graphs,8534240,1.7,17:35.10,17:36.80,PAN RIGHT · 4s,magnifier_doc
MEJOR OPCION 2 - CASTILLO DE CANENA,355,Esa distinción importa más de lo que parece: los polifenoles,An Exquisite Representation of the Finest Olive Oil: A Harvest Reserve Bottle,6264187,3.4,17:36.80,17:40.20,ZOOM OUT SLOW · 4s,premium_bottle
MEJOR OPCION 2 - CASTILLO DE CANENA,356,"del aceite de oliva, los compuestos responsables tanto del sabor",An Exquisite Representation of the Finest Olive Oil: A Harvest Reserve Bottle,6264187,3.4,17:40.20,17:43.60,STATIC,premium_bottle
MEJOR OPCION 2 - CASTILLO DE CANENA,357,amargo y picante como de buena parte de sus beneficios,An Exquisite Representation of the Finest Olive Oil: A Harvest Reserve Bottle,6264187,3.4,17:43.60,17:47.00,PAN LEFT · 4s,premium_bottle
MEJOR OPCION 2 - CASTILLO DE CANENA,358,"para la salud, se degradan con el tiempo, con el",An Exquisite Representation of the Finest Olive Oil: A Harvest Reserve Bottle,6264187,3.4,17:47.00,17:50.40,DIAGONAL PAN + ZOOM IN · 4s,premium_bottle
MEJOR OPCION 2 - CASTILLO DE CANENA,359,calor y con la exposición a la luz.,An Exquisite Representation of the Finest Olive Oil: A Harvest Reserve Bottle,6264187,2.8,17:50.40,17:53.20,ZOOM IN FAST · 2s,premium_bottle
MEJOR OPCION 2 - CASTILLO DE CANENA,360,La Autoridad Europea de Seguridad Alimentaria reconoce oficialmente que los,Close-up of Golden Olive Oil Pouring onto a Green Olive,8006564,3.4,17:53.20,17:56.60,PAN UP · 4s,golden_pour1
MEJOR OPCION 2 - CASTILLO DE CANENA,361,polifenoles del aceite de oliva contribuyen a proteger los lípidos,Close-up of Golden Olive Oil Pouring onto a Green Olive,8006564,3.4,17:56.60,17:60.00,ZOOM IN SLOW · 4s,golden_pour1
MEJOR OPCION 2 - CASTILLO DE CANENA,362,"sanguíneos del daño oxidativo, siempre que el aceite mantenga una",Close-up of Golden Olive Oil Pouring onto a Green Olive,8006564,3.4,17:60.00,18:03.40,PAN RIGHT · 4s,golden_pour1
MEJOR OPCION 2 - CASTILLO DE CANENA,363,concentración mínima de esos compuestos.,Close-up of Golden Olive Oil Pouring onto a Green Olive,8006564,1.7,18:03.40,18:05.10,ZOOM OUT SLOW · 4s,golden_pour1
MEJOR OPCION 2 - CASTILLO DE CANENA,364,Un aceite con fecha de cosecha reciente no es una cuestión estética.,Golden olive oil flowing smoothly during processing,7291357,4.1,18:05.10,18:09.20,STATIC,golden_flow
MEJOR OPCION 2 - CASTILLO DE CANENA,365,Es una garantía de que lo que estás comprando todavía,A wooden rack holds test tubes filled with colorful liquids,5712239,3.4,18:09.20,18:12.60,PAN LEFT · 4s,lab_testtubes1
MEJOR OPCION 2 - CASTILLO DE CANENA,366,conserva lo que se supone que debe tener.,A wooden rack holds test tubes filled with colorful liquids,5712239,2.8,18:12.60,18:15.40,DIAGONAL PAN + ZOOM IN · 4s,lab_testtubes1
MEJOR OPCION 2 - CASTILLO DE CANENA,367,Es una opción más cara que cualquiera de las siete anteriores.,Relaxed man enjoys typical olives soaked in olive oil,2508365,3.8,18:15.40,18:19.20,ZOOM IN FAST · 2s,man_olives
MEJOR OPCION 2 - CASTILLO DE CANENA,368,También es una opción donde el precio corresponde a una,Vast Olive Grove at Sunset,6163120,3.4,18:19.20,18:22.60,PAN UP · 4s,olive_grove_sunset
MEJOR OPCION 2 - CASTILLO DE CANENA,369,"trazabilidad real, no a un apellido histórico reciclado sobre una mezcla industrial.",Vast Olive Grove at Sunset,6163120,4.1,18:22.60,18:26.70,ZOOM IN SLOW · 4s,olive_grove_sunset
MEJOR OPCION 2 - CASTILLO DE CANENA,370,Familias como esta compiten en concursos internacionales donde el jurado,Video of drone of a family playfully runs through olive groves,5682519,3.4,18:26.70,18:30.10,PAN RIGHT · 4s,family_olive_grove
MEJOR OPCION 2 - CASTILLO DE CANENA,371,no sabe qué botella está probando hasta después de puntuarla.,Video of drone of a family playfully runs through olive groves,5682519,3.4,18:30.10,18:33.50,ZOOM OUT SLOW · 4s,family_olive_grove
MEJOR OPCION 2 - CASTILLO DE CANENA,372,"Ese formato de cata a ciegas es, precisamente, lo contrario",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.4,18:33.50,18:36.90,STATIC,cert_stamp
MEJOR OPCION 2 - CASTILLO DE CANENA,373,del panel de marketing que decide qué palabra va en,Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.4,18:36.90,18:40.30,PAN LEFT · 4s,cert_stamp
MEJOR OPCION 2 - CASTILLO DE CANENA,374,el frente de una etiqueta industrial.,Stamp with CERTIFIED text of flat style isolated on white background,3982793,2.1,18:40.30,18:42.40,DIAGONAL PAN + ZOOM IN · 4s,cert_stamp
MEJOR OPCION 1 - NUNEZ DE PRADO,375,Mejor opción número 1.,People In Olive Orchard Collecting Fruit In The Harvest Season,6127160,1.4,18:42.40,18:43.80,ZOOM IN FAST · 2s,olive_harvest_people
MEJOR OPCION 1 - NUNEZ DE PRADO,376,Núñez de Prado.,Video of drone of a family playfully runs through olive groves,5682519,1,18:43.80,18:44.80,PAN UP · 4s,family_olive_grove
MEJOR OPCION 1 - NUNEZ DE PRADO,377,"Esta es una familia de Baena, Córdoba, que lleva embotellando aceite desde 1795.",Pouring pure Extra Virgin Olive Oil,606843,4.5,18:44.80,18:49.30,ZOOM IN SLOW · 4s,bottle_pouring
MEJOR OPCION 1 - NUNEZ DE PRADO,378,"Siete generaciones de la misma familia, sin haber vendido nunca",Traditional Olive Oil Production,5593361,3.4,18:49.30,18:52.70,PAN RIGHT · 4s,stone_mill
MEJOR OPCION 1 - NUNEZ DE PRADO,379,la empresa a un grupo industrial mayor.,Traditional Olive Oil Production,5593361,2.4,18:52.70,18:55.10,ZOOM OUT SLOW · 4s,stone_mill
MEJOR OPCION 1 - NUNEZ DE PRADO,380,En un vídeo donde casi todo lo demás termina perteneciendo,Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.4,18:55.10,18:58.50,STATIC,cert_stamp
MEJOR OPCION 1 - NUNEZ DE PRADO,381,"a dos o tres estructuras corporativas, esto por sí solo ya los distingue.",Stamp with CERTIFIED text of flat style isolated on white background,3982793,4.5,18:58.50,19:03.00,PAN LEFT · 4s,cert_stamp
MEJOR OPCION 1 - NUNEZ DE PRADO,382,"Su producto insignia se llama ""Flor de Aceite"": el aceite",Vast Olive Grove at Sunset,6163120,3.4,19:03.00,19:06.40,DIAGONAL PAN + ZOOM IN · 4s,olive_grove_hillside
MEJOR OPCION 1 - NUNEZ DE PRADO,383,que se obtiene por goteo natural de la pasta de,Vast Olive Grove at Sunset,6163120,3.4,19:06.40,19:09.80,ZOOM IN FAST · 2s,olive_grove_hillside
MEJOR OPCION 1 - NUNEZ DE PRADO,384,"aceituna, antes incluso de aplicar presión mecánica o centrifugado.",Vast Olive Grove at Sunset,6163120,3.1,19:09.80,19:12.90,PAN UP · 4s,olive_grove_hillside
MEJOR OPCION 1 - NUNEZ DE PRADO,385,No se filtra industrialmente ni se mezcla con otras cosechas.,Farmer harvesting olives using electric rake,6052701,3.4,19:12.90,19:16.30,ZOOM IN SLOW · 4s,harvest_electric_rake
MEJOR OPCION 1 - NUNEZ DE PRADO,386,"Es, literalmente, la primera gota, el método de extracción más","Restábal, a white village in the Lecrín Valley, Granada, Spain",6976685,3.4,19:16.30,19:19.70,PAN RIGHT · 4s,restabal_village
MEJOR OPCION 1 - NUNEZ DE PRADO,387,antiguo y menos intervenido que existe.,"Restábal, a white village in the Lecrín Valley, Granada, Spain",6976685,2.1,19:19.70,19:21.80,ZOOM OUT SLOW · 4s,restabal_village
MEJOR OPCION 1 - NUNEZ DE PRADO,388,"Producen bajo certificación ecológica, con variedades autóctonas de la zona",Scientist holding a plate of colorful test tubes with liquid solutions,8182467,3.4,19:21.80,19:25.20,STATIC,lab_testtubes2
MEJOR OPCION 1 - NUNEZ DE PRADO,389,"de Baena, y su escala sigue siendo lo bastante pequeña",Scientist holding a plate of colorful test tubes with liquid solutions,8182467,3.4,19:25.20,19:28.60,PAN LEFT · 4s,lab_testtubes2
MEJOR OPCION 1 - NUNEZ DE PRADO,390,como para que la familia conozca el origen exacto de,Scientist holding a plate of colorful test tubes with liquid solutions,8182467,3.4,19:28.60,19:32.00,DIAGONAL PAN + ZOOM IN · 4s,lab_testtubes2
MEJOR OPCION 1 - NUNEZ DE PRADO,391,cada partida que sale de la almazara.,Scientist holding a plate of colorful test tubes with liquid solutions,8182467,2.4,19:32.00,19:34.40,ZOOM IN FAST · 2s,lab_testtubes2
MEJOR OPCION 1 - NUNEZ DE PRADO,392,No vas a encontrar Núñez de Prado en cada supermercado,Chemist drips reagent into test tube with yellow liquid,1747463,3.4,19:34.40,19:37.80,PAN UP · 4s,lab_reagent
MEJOR OPCION 1 - NUNEZ DE PRADO,393,de camino a casa.,Chemist drips reagent into test tube with yellow liquid,1747463,1.4,19:37.80,19:39.20,ZOOM IN SLOW · 4s,lab_reagent
MEJOR OPCION 1 - NUNEZ DE PRADO,394,"Esa es, precisamente, la señal.",Olive Oil Pouring from Bottle,3878595,1.7,19:39.20,19:40.90,PAN RIGHT · 4s,bottle_pour2
MEJOR OPCION 1 - NUNEZ DE PRADO,395,Cuando un aceite de oliva es fácil de encontrar en,Female worker working in oil factory,1848716,3.4,19:40.90,19:44.30,ZOOM OUT SLOW · 4s,oil_factory_worker2
MEJOR OPCION 1 - NUNEZ DE PRADO,396,"cualquier sitio, a cualquier precio, todo el año, generalmente es",Female worker working in oil factory,1848716,3.4,19:44.30,19:47.70,STATIC,oil_factory_worker2
MEJOR OPCION 1 - NUNEZ DE PRADO,397,"porque está diseñado para la distribución masiva, no para la trazabilidad.",Female worker working in oil factory,1848716,3.8,19:47.70,19:51.50,PAN LEFT · 4s,oil_factory_worker2
MEJOR OPCION 1 - NUNEZ DE PRADO,398,"Cuando cuesta encontrarlo, casi siempre es porque no se ha",People In Olive Orchard Collecting Fruit In The Harvest Season,6127160,3.4,19:51.50,19:54.90,DIAGONAL PAN + ZOOM IN · 4s,olive_harvest_people
MEJOR OPCION 1 - NUNEZ DE PRADO,399,sacrificado nada en el proceso para que llegue más lejos.,People In Olive Orchard Collecting Fruit In The Harvest Season,6127160,3.4,19:54.90,19:58.30,ZOOM IN FAST · 2s,olive_harvest_people
MEJOR OPCION 1 - NUNEZ DE PRADO,400,La finca se encuentra dentro de la zona amparada por,Video of drone of a family playfully runs through olive groves,5682519,3.4,19:58.30,20:01.70,PAN UP · 4s,family_olive_grove
