Sección,Beat #,Texto del guión,Shot (descripción real),Freepik ID,Duración (s),Inicio,Fin,CapCut Motion,Ref. shot
MARCA 2 - NOSTROMO,272,"Es Grupo Calvo, con otro nombre en la etiqueta y",Animation of network of connections and data processing over dark background,4721014,3.6,14:37.90,14:41.50,PAN UP · 4s,network_converge
MARCA 2 - NOSTROMO,273,"otra estética en el envase, diseñada para capturar exactamente al",Animation of network of connections and data processing over dark background,4721014,3.6,14:41.50,14:45.10,ZOOM IN SLOW · 4s,network_converge
MARCA 2 - NOSTROMO,274,tipo de comprador que activamente prefiere evitar las marcas grandes y reconocidas.,Animation of network of connections and data processing over dark background,4721014,4.3,14:45.10,14:49.40,PAN RIGHT · 4s,network_converge
MARCA 2 - NOSTROMO,275,Esto se repite en toda la industria alimentaria porque funciona,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,14:49.40,14:53.00,ZOOM OUT SLOW · 4s,cans_colorful_shelf
MARCA 2 - NOSTROMO,276,de forma casi perfecta: se captura tanto al comprador que,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,14:53.00,14:56.60,STATIC,cans_colorful_shelf
MARCA 2 - NOSTROMO,277,busca la marca grande como al que la evita a,A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,3.6,14:56.60,15:00.20,PAN LEFT · 4s,cans_colorful_shelf
MARCA 2 - NOSTROMO,278,"propósito, con el mismo fabricante ganando en ambos extremos de esa decisión.",A Colorful Array of Canned Goods on Grocery Store Shelves,6843740,4.3,15:00.20,15:04.50,DIAGONAL PAN + ZOOM IN · 4s,cans_colorful_shelf
MARCA 2 - NOSTROMO,279,La ilusión de elección nunca estuvo en lo que compras.,Closeup of cans moving on a conveyor belt in a food production line,3455151,3.6,15:04.50,15:08.10,ZOOM IN FAST · 2s,cannery_conveyor
MARCA 2 - NOSTROMO,280,Estuvo siempre en quién te vendió la sensación de estar,Canned tuna on wooden table,2427530,3.6,15:08.10,15:11.70,PAN UP · 4s,canned_tuna_wood
MARCA 2 - NOSTROMO,281,eligiendo entre dos cosas distintas.,Canned tuna on wooden table,2427530,1.8,15:11.70,15:13.50,ZOOM IN SLOW · 4s,canned_tuna_wood
MARCA 1 - CALVO,282,Número 1.,"Archival footage, women working in factories, 1915",98280,0.7,15:13.50,15:14.20,PAN RIGHT · 4s,vintage_factory
MARCA 1 - CALVO,283,Calvo.,"Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,0.4,15:14.20,15:14.60,ZOOM OUT SLOW · 4s,canning_machine
MARCA 1 - CALVO,284,"La marca ancla, la más reconocida en prácticamente todo el",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,15:14.60,15:18.20,STATIC,fishing_boat_galicia
MARCA 1 - CALVO,285,"mundo hispanohablante, y la que cierra el hilo que empezamos",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,15:18.20,15:21.80,PAN LEFT · 4s,fishing_boat_galicia
MARCA 1 - CALVO,286,a tejer en el puesto número siete.,Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,2.5,15:21.80,15:24.30,DIAGONAL PAN + ZOOM IN · 4s,fishing_boat_galicia
MARCA 1 - CALVO,287,"Grupo Calvo nació en Carballo, Galicia, a comienzos de los",Blue world map with growing white network of connected icons on black background,1948107,3.6,15:24.30,15:27.90,ZOOM IN FAST · 2s,world_map_network
MARCA 1 - CALVO,288,"años cuarenta, cuando Luis Calvo Sanz fundó una pequeña fábrica de conservas.",Blue world map with growing white network of connected icons on black background,1948107,4.3,15:27.90,15:32.20,PAN UP · 4s,world_map_network
MARCA 1 - CALVO,289,En 1956 instaló la primera máquina automatizada de enlatado de,Brazil Flag Waving Cloth Textured,8588916,3.6,15:32.20,15:35.80,ZOOM IN SLOW · 4s,brazil_flag
MARCA 1 - CALVO,290,atún de toda Europa.,Brazil Flag Waving Cloth Textured,8588916,1.4,15:35.80,15:37.20,PAN RIGHT · 4s,brazil_flag
MARCA 1 - CALVO,291,En 1964 introdujo el procesado de atún rabil a gran escala.,Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.9,15:37.20,15:41.10,ZOOM OUT SLOW · 4s,bar_chart_growth
MARCA 1 - CALVO,292,En 1965 lanzó en España el formato de lata redonda,"Business people handshake in boardroom, corporate partnership deal",2466239,3.6,15:41.10,15:44.70,STATIC,handshake_boardroom
MARCA 1 - CALVO,293,que hoy damos por hecho en cualquier supermercado.,"Business people handshake in boardroom, corporate partnership deal",2466239,2.9,15:44.70,15:47.60,PAN LEFT · 4s,handshake_boardroom
MARCA 1 - CALVO,294,"En 1977 puso en marcha su propia flota pesquera, asegurando",Animation of network of connections and data processing over dark background,4721014,3.6,15:47.60,15:51.20,DIAGONAL PAN + ZOOM IN · 4s,network_converge
MARCA 1 - CALVO,295,el control directo de una parte de su materia prima,Animation of network of connections and data processing over dark background,4721014,3.6,15:51.20,15:54.80,ZOOM IN FAST · 2s,network_converge
MARCA 1 - CALVO,296,casi dos décadas antes de que la trazabilidad fuera una,Animation of network of connections and data processing over dark background,4721014,3.6,15:54.80,15:58.40,PAN UP · 4s,network_converge
MARCA 1 - CALVO,297,palabra que le importara a nadie fuera de la industria.,Animation of network of connections and data processing over dark background,4721014,3.6,15:58.40,16:02.00,ZOOM IN SLOW · 4s,network_converge
MARCA 1 - CALVO,298,Hoy Grupo Calvo está en más de setenta países.,Canned Tuna,3420831,3.2,16:02.00,16:05.20,PAN RIGHT · 4s,canned_tuna_plain
MARCA 1 - CALVO,299,En España es un nombre casi sinónimo de la palabra atún.,"Archival footage, women working in factories, 1915",98280,3.9,16:05.20,16:09.10,ZOOM OUT SLOW · 4s,vintage_factory
MARCA 1 - CALVO,300,En Centroamérica se ha convertido en la segunda marca más,"Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,3.6,16:09.10,16:12.70,STATIC,canning_machine
MARCA 1 - CALVO,301,"importante de la región en poco más de una década,","Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,3.6,16:12.70,16:16.30,PAN LEFT · 4s,canning_machine
MARCA 1 - CALVO,302,"con presencia fuerte en Costa Rica, El Salvador, Guatemala, Panamá,","Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,3.6,16:16.30,16:19.90,DIAGONAL PAN + ZOOM IN · 4s,canning_machine
MARCA 1 - CALVO,303,"Nicaragua y Honduras, una planta regional propia en territorio salvadoreño,","Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,3.6,16:19.90,16:23.50,ZOOM IN FAST · 2s,canning_machine
MARCA 1 - CALVO,304,una cuota en Costa Rica que roza una de cada,"Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,3.6,16:23.50,16:27.10,PAN UP · 4s,canning_machine
MARCA 1 - CALVO,305,"seis latas vendidas en el país, y un ritmo de","Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,3.6,16:27.10,16:30.70,ZOOM IN SLOW · 4s,canning_machine
MARCA 1 - CALVO,306,crecimiento en Guatemala capaz de sumarle en pocos años la,"Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,3.6,16:30.70,16:34.30,PAN RIGHT · 4s,canning_machine
MARCA 1 - CALVO,307,"mitad de su tamaño anterior, con una expansión casi tan fuerte en Panamá.","Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,4.6,16:34.30,16:38.90,ZOOM OUT SLOW · 4s,canning_machine
MARCA 1 - CALVO,308,"En Brasil vende bajo el nombre Gomes da Costa, una",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,16:38.90,16:42.50,STATIC,fishing_boat_galicia
MARCA 1 - CALVO,309,marca que compró en 2004 y que hoy es una,Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,16:42.50,16:46.10,PAN LEFT · 4s,fishing_boat_galicia
MARCA 1 - CALVO,310,de las líderes de todo el mercado brasileño.,Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,2.9,16:46.10,16:49.00,DIAGONAL PAN + ZOOM IN · 4s,fishing_boat_galicia
MARCA 1 - CALVO,311,"En total, el grupo comercializa más de mil quinientas referencias",Blue world map with growing white network of connected icons on black background,1948107,3.6,16:49.00,16:52.60,ZOOM IN FAST · 2s,world_map_network
MARCA 1 - CALVO,312,distintas de producto entre todas sus marcas y todos sus,Blue world map with growing white network of connected icons on black background,1948107,3.6,16:52.60,16:56.20,PAN UP · 4s,world_map_network
MARCA 1 - CALVO,313,"mercados, un catálogo tan grande que ni el propio comprador",Blue world map with growing white network of connected icons on black background,1948107,3.6,16:56.20,16:59.80,ZOOM IN SLOW · 4s,world_map_network
MARCA 1 - CALVO,314,más atento podría reconocerlo todo bajo un único nombre.,Blue world map with growing white network of connected icons on black background,1948107,3.2,16:59.80,17:03.00,PAN RIGHT · 4s,world_map_network
MARCA 1 - CALVO,315,"Ya sabes, porque lo viste en el puesto anterior, que",Brazil Flag Waving Cloth Textured,8588916,3.6,17:03.00,17:06.60,ZOOM OUT SLOW · 4s,brazil_flag
MARCA 1 - CALVO,316,ese mismo grupo controla también Nostromo en España e Italia.,Brazil Flag Waving Cloth Textured,8588916,3.6,17:06.60,17:10.20,STATIC,brazil_flag
MARCA 1 - CALVO,317,"Lo que cierra realmente el círculo es esto: Bolton Group,",Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.6,17:10.20,17:13.80,PAN LEFT · 4s,bar_chart_growth
MARCA 1 - CALVO,318,la misma multinacional italiana que tiene una participación de control,Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.6,17:13.80,17:17.40,DIAGONAL PAN + ZOOM IN · 4s,bar_chart_growth
MARCA 1 - CALVO,319,"en Conservas Garavilla —la empresa detrás de Isabel, la marca",Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.6,17:17.40,17:21.00,ZOOM IN FAST · 2s,bar_chart_growth
MARCA 1 - CALVO,320,"número cinco de esta lista— entró también, hace ya más",Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.6,17:21.00,17:24.60,PAN UP · 4s,bar_chart_growth
MARCA 1 - CALVO,321,"de una década, en el capital de Grupo Calvo, aunque",Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.6,17:24.60,17:28.20,ZOOM IN SLOW · 4s,bar_chart_growth
MARCA 1 - CALVO,322,la familia fundadora sigue manteniendo el control mayoritario del negocio,Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.6,17:28.20,17:31.80,PAN RIGHT · 4s,bar_chart_growth
MARCA 1 - CALVO,323,"y de su gestión diaria, respaldada por un protocolo familiar",Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.6,17:31.80,17:35.40,ZOOM OUT SLOW · 4s,bar_chart_growth
MARCA 1 - CALVO,324,que llevan aplicando desde 2003 precisamente para blindar esa continuidad.,Animated Bar Chart Showing Progressive Growth of Colorful Data Columns,9083856,3.6,17:35.40,17:39.00,STATIC,bar_chart_growth
MARCA 1 - CALVO,325,Esto significa que dos de las marcas de atún más,"Business people handshake in boardroom, corporate partnership deal",2466239,3.6,17:39.00,17:42.60,PAN LEFT · 4s,handshake_boardroom
MARCA 1 - CALVO,326,"reconocidas de todo el mundo hispanohablante, Calvo e Isabel, presentadas","Business people handshake in boardroom, corporate partnership deal",2466239,3.6,17:42.60,17:46.20,DIAGONAL PAN + ZOOM IN · 4s,handshake_boardroom
MARCA 1 - CALVO,327,"en el súper como opciones completamente independientes entre sí, comparten","Business people handshake in boardroom, corporate partnership deal",2466239,3.6,17:46.20,17:49.80,ZOOM IN FAST · 2s,handshake_boardroom
MARCA 1 - CALVO,328,en algún punto de su estructura accionarial al mismo grupo internacional.,"Business people handshake in boardroom, corporate partnership deal",2466239,3.9,17:49.80,17:53.70,PAN UP · 4s,handshake_boardroom
MARCA 1 - CALVO,329,No es un secreto oculto ni una operación turbia escondida,Animation of network of connections and data processing over dark background,4721014,3.6,17:53.70,17:57.30,ZOOM IN SLOW · 4s,network_converge
MARCA 1 - CALVO,330,en un paraíso fiscal.,Animation of network of connections and data processing over dark background,4721014,1.4,17:57.30,17:58.70,PAN RIGHT · 4s,network_converge
MARCA 1 - CALVO,331,"Está en los registros mercantiles, en la prensa económica especializada,",Canned Tuna,3420831,3.6,17:58.70,18:02.30,ZOOM OUT SLOW · 4s,canned_tuna_plain
MARCA 1 - CALVO,332,en los informes anuales que cualquiera puede consultar.,Canned Tuna,3420831,2.9,18:02.30,18:05.20,STATIC,canned_tuna_plain
MARCA 1 - CALVO,333,"Simplemente nunca aparece en la etiqueta, en ningún idioma, en","Archival footage, women working in factories, 1915",98280,3.6,18:05.20,18:08.80,PAN LEFT · 4s,vintage_factory
MARCA 1 - CALVO,334,"ningún país, porque no existe ninguna ley que obligue a ponerlo ahí.","Archival footage, women working in factories, 1915",98280,4.3,18:08.80,18:13.10,DIAGONAL PAN + ZOOM IN · 4s,vintage_factory
MARCA 1 - CALVO,335,Siete marcas.,"Industrial canning machine tops and seals cans, four aluminum beverage cans move down production line, HD",722777,0.7,18:13.10,18:13.80,ZOOM IN FAST · 2s,canning_machine
MARCA 1 - CALVO,336,"Repartidas, en el fondo, entre solo tres o cuatro estructuras",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,18:13.80,18:17.40,PAN UP · 4s,fishing_boat_galicia
MARCA 1 - CALVO,337,"industriales que se disfrazan de competencia real entre sí, desde",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,18:17.40,18:21.00,ZOOM IN SLOW · 4s,fishing_boat_galicia
MARCA 1 - CALVO,338,"Galicia hasta México, desde Chile hasta Ecuador.",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,2.5,18:21.00,18:23.50,PAN RIGHT · 4s,fishing_boat_galicia
MARCA 1 - CALVO,339,"Ahora que sabes cómo detectarlo en la etiqueta, en el",Blue world map with growing white network of connected icons on black background,1948107,3.6,18:23.50,18:27.10,ZOOM OUT SLOW · 4s,world_map_network
MARCA 1 - CALVO,340,"precio y en el propio diseño del envase, vamos a",Blue world map with growing white network of connected icons on black background,1948107,3.6,18:27.10,18:30.70,STATIC,world_map_network
MARCA 1 - CALVO,341,las tres marcas que sí están construidas de una manera completamente distinta.,Blue world map with growing white network of connected icons on black background,1948107,4.3,18:30.70,18:35.00,PAN LEFT · 4s,world_map_network
MEJOR OPCION 3 - FRINSA,342,Mejor opción número 3.,Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,1.4,18:35.00,18:36.40,DIAGONAL PAN + ZOOM IN · 4s,fishing_boat_galicia
MEJOR OPCION 3 - FRINSA,343,Frinsa.,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,0.4,18:36.40,18:36.80,ZOOM IN FAST · 2s,hands_sorting_fish
MEJOR OPCION 3 - FRINSA,344,"Frinsa nació en Ribeira, Galicia, en 1961, y sigue siendo",Lines showing countries connecting on world map,3071564,3.6,18:36.80,18:40.40,PAN UP · 4s,world_map_lines
MEJOR OPCION 3 - FRINSA,345,hoy una de las mayores procesadoras de atún de toda,Lines showing countries connecting on world map,3071564,3.6,18:40.40,18:44.00,ZOOM IN SLOW · 4s,world_map_lines
MEJOR OPCION 3 - FRINSA,346,Europa sin formar parte de ninguno de los entramados que,Lines showing countries connecting on world map,3071564,3.6,18:44.00,18:47.60,PAN RIGHT · 4s,world_map_lines
MEJOR OPCION 3 - FRINSA,347,acabas de ver en los siete puestos anteriores.,Lines showing countries connecting on world map,3071564,2.9,18:47.60,18:50.50,ZOOM OUT SLOW · 4s,world_map_lines
MEJOR OPCION 3 - FRINSA,348,No está en el círculo de Bolton Group ni en el de Jealsa.,Worker slices fish fillet lengthwise with fish tail resting on cutting board,8939865,4.6,18:50.50,18:55.10,STATIC,fish_fillet_worker
MEJOR OPCION 3 - FRINSA,349,"Cuenta con flota propia, lo que significa que controla directamente",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,18:55.10,18:58.70,PAN LEFT · 4s,fishing_boat_galicia
MEJOR OPCION 3 - FRINSA,350,una parte importante de su materia prima desde el momento,Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,18:58.70,19:02.30,DIAGONAL PAN + ZOOM IN · 4s,fishing_boat_galicia
MEJOR OPCION 3 - FRINSA,351,"de la captura hasta el cierre de la lata, en",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,19:02.30,19:05.90,ZOOM IN FAST · 2s,fishing_boat_galicia
MEJOR OPCION 3 - FRINSA,352,lugar de depender exclusivamente de compras puntuales en lonja a,Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,19:05.90,19:09.50,PAN UP · 4s,fishing_boat_galicia
MEJOR OPCION 3 - FRINSA,353,"terceros, como hacen la mayoría de los grandes mezcladores del sector.",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.9,19:09.50,19:13.40,ZOOM IN SLOW · 4s,fishing_boat_galicia
MEJOR OPCION 3 - FRINSA,354,Esa integración vertical importa porque es exactamente lo contrario del,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,19:13.40,19:17.00,PAN RIGHT · 4s,hands_sorting_fish
MEJOR OPCION 3 - FRINSA,355,"modelo que viste en las siete marcas anteriores, donde el",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,19:17.00,19:20.60,ZOOM OUT SLOW · 4s,hands_sorting_fish
MEJOR OPCION 3 - FRINSA,356,"mismo pescado, comprado al mejor precio disponible en cada momento",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,19:20.60,19:24.20,STATIC,hands_sorting_fish
MEJOR OPCION 3 - FRINSA,357,"del año, termina repartido entre media docena de etiquetas distintas",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,19:24.20,19:27.80,PAN LEFT · 4s,hands_sorting_fish
MEJOR OPCION 3 - FRINSA,358,según a qué precio se quiera colocar ese día en cada país.,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,4.3,19:27.80,19:32.10,DIAGONAL PAN + ZOOM IN · 4s,hands_sorting_fish
MEJOR OPCION 3 - FRINSA,359,"Cuando una empresa pesca su propio atún, con sus propios",Lines showing countries connecting on world map,3071564,3.6,19:32.10,19:35.70,ZOOM IN FAST · 2s,world_map_lines
MEJOR OPCION 3 - FRINSA,360,"barcos y su propia tripulación, sabe con precisión de dónde",Lines showing countries connecting on world map,3071564,3.6,19:35.70,19:39.30,PAN UP · 4s,world_map_lines
MEJOR OPCION 3 - FRINSA,361,"sale cada lote concreto, algo que ninguna de las grandes",Lines showing countries connecting on world map,3071564,3.6,19:39.30,19:42.90,ZOOM IN SLOW · 4s,world_map_lines
MEJOR OPCION 3 - FRINSA,362,marcas mezcladoras de este vídeo puede garantizar con el mismo,Lines showing countries connecting on world map,3071564,3.6,19:42.90,19:46.50,PAN RIGHT · 4s,world_map_lines
MEJOR OPCION 3 - FRINSA,363,"nivel de detalle, por mucho que lo prometan en su publicidad.",Lines showing countries connecting on world map,3071564,3.9,19:46.50,19:50.40,ZOOM OUT SLOW · 4s,world_map_lines
MEJOR OPCION 3 - FRINSA,364,Frinsa distribuye tanto marca propia como producto envasado para grandes,Worker slices fish fillet lengthwise with fish tail resting on cutting board,8939865,3.6,19:50.40,19:54.00,STATIC,fish_fillet_worker
MEJOR OPCION 3 - FRINSA,365,"cadenas de distribución, pero su escala, su flota propia y",Worker slices fish fillet lengthwise with fish tail resting on cutting board,8939865,3.6,19:54.00,19:57.60,PAN LEFT · 4s,fish_fillet_worker
MEJOR OPCION 3 - FRINSA,366,su independencia accionarial la sitúan en una posición estructuralmente distinta,Worker slices fish fillet lengthwise with fish tail resting on cutting board,8939865,3.6,19:57.60,20:01.20,DIAGONAL PAN + ZOOM IN · 4s,fish_fillet_worker
MEJOR OPCION 3 - FRINSA,367,a la de los grupos que dominan el resto de esta lista.,Worker slices fish fillet lengthwise with fish tail resting on cutting board,8939865,4.3,20:01.20,20:05.50,ZOOM IN FAST · 2s,fish_fillet_worker
MEJOR OPCION 3 - FRINSA,368,"Sigue siendo una empresa grande, no una pequeña conservera artesanal.",Fishing Boat Cruising In The Blue Sea In To Muxia In Spain,2979449,3.6,20:05.50,20:09.10,PAN UP · 4s,fishing_boat_galicia
MEJOR OPCION 3 - FRINSA,369,Pero es grande sin necesitar disfrazarse de tres marcas distintas,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,20:09.10,20:12.70,ZOOM IN SLOW · 4s,hands_sorting_fish
MEJOR OPCION 3 - FRINSA,370,para venderte lo mismo tres veces.,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,2.1,20:12.70,20:14.80,PAN RIGHT · 4s,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,371,Mejor opción número 2.,"Archival footage, women working in factories, 1915",98280,1.4,20:14.80,20:16.20,ZOOM OUT SLOW · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,372,Palacio de Oriente.,"Archival footage, women working in factories, 1915",98280,1.1,20:16.20,20:17.30,STATIC,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,373,"Esta es la conservera activa más antigua de España, fundada",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,20:17.30,20:20.90,PAN LEFT · 4s,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,374,en Vigo en 1873 por la familia Alonso.,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,2.9,20:20.90,20:23.80,DIAGONAL PAN + ZOOM IN · 4s,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,375,"Casi siglo y medio después, sigue siendo una empresa de",Canned tuna on wooden table,2427530,3.6,20:23.80,20:27.40,ZOOM IN FAST · 2s,canned_tuna_wood
MEJOR OPCION 2 - PALACIO DE ORIENTE,376,"propiedad familiar, nunca vendida a ninguno de los grandes grupos",Canned tuna on wooden table,2427530,3.6,20:27.40,20:31.00,PAN UP · 4s,canned_tuna_wood
MEJOR OPCION 2 - PALACIO DE ORIENTE,377,"internacionales que aparecieron antes en este vídeo, ni a ningún",Canned tuna on wooden table,2427530,3.6,20:31.00,20:34.60,ZOOM IN SLOW · 4s,canned_tuna_wood
MEJOR OPCION 2 - PALACIO DE ORIENTE,378,fondo de inversión de paso.,Canned tuna on wooden table,2427530,1.8,20:34.60,20:36.40,PAN RIGHT · 4s,canned_tuna_wood
MEJOR OPCION 2 - PALACIO DE ORIENTE,379,Su escala es deliberadamente mucho más pequeña que la de,"Archival footage, women working in factories, 1915",98280,3.6,20:36.40,20:40.00,ZOOM OUT SLOW · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,380,"Calvo, Garavilla o Jealsa, y eso es precisamente lo que","Archival footage, women working in factories, 1915",98280,3.6,20:40.00,20:43.60,STATIC,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,381,le permite mantener un control mucho más directo sobre qué,"Archival footage, women working in factories, 1915",98280,3.6,20:43.60,20:47.20,PAN LEFT · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,382,especie entra en cada línea de producto y bajo qué,"Archival footage, women working in factories, 1915",98280,3.6,20:47.20,20:50.80,DIAGONAL PAN + ZOOM IN · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,383,nombre exacto se vende cada una.,"Archival footage, women working in factories, 1915",98280,2.1,20:50.80,20:52.90,ZOOM IN FAST · 2s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,384,No tiene que repartir su producción entre cinco marcas distintas,"Archival footage, women working in factories, 1915",98280,3.6,20:52.90,20:56.50,PAN UP · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,385,para capturar cada segmento de precio del supermercado a la,"Archival footage, women working in factories, 1915",98280,3.6,20:56.50,21:00.10,ZOOM IN SLOW · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,386,"vez, porque estructuralmente no compite en esa liga ni lo pretende.","Archival footage, women working in factories, 1915",98280,3.9,21:00.10,21:04.00,PAN RIGHT · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,387,Cuando una empresa lleva siglo y medio bajo el control,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,21:04.00,21:07.60,ZOOM OUT SLOW · 4s,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,388,"de la misma familia, sin haber cedido nunca la gestión",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,21:07.60,21:11.20,STATIC,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,389,"a un fondo de inversión ni a una multinacional extranjera,",Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,21:11.20,21:14.80,PAN LEFT · 4s,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,390,la relación entre lo que promete la etiqueta y lo,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,21:14.80,21:18.40,DIAGONAL PAN + ZOOM IN · 4s,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,391,que realmente hay dentro de la lata tiende a sostenerse,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,3.6,21:18.40,21:22.00,ZOOM IN FAST · 2s,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,392,mejor con el paso de las generaciones.,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,2.5,21:22.00,21:24.50,PAN UP · 4s,hands_sorting_fish
MEJOR OPCION 2 - PALACIO DE ORIENTE,393,"No es una garantía absoluta, nada lo es en alimentación.",Canned tuna on wooden table,2427530,3.6,21:24.50,21:28.10,ZOOM IN SLOW · 4s,canned_tuna_wood
MEJOR OPCION 2 - PALACIO DE ORIENTE,394,"Es, como mínimo, un incentivo estructural distinto al de una","Archival footage, women working in factories, 1915",98280,3.6,21:28.10,21:31.70,PAN RIGHT · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,395,empresa que responde cada trimestre ante accionistas internacionales que jamás,"Archival footage, women working in factories, 1915",98280,3.6,21:31.70,21:35.30,ZOOM OUT SLOW · 4s,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,396,han pisado un barco atunero ni conocen el nombre del,"Archival footage, women working in factories, 1915",98280,3.6,21:35.30,21:38.90,STATIC,vintage_factory
MEJOR OPCION 2 - PALACIO DE ORIENTE,397,puerto donde se descarga su propio producto.,"Archival footage, women working in factories, 1915",98280,2.5,21:38.90,21:41.40,PAN LEFT · 4s,vintage_factory
MEJOR OPCION 1 - CONSORCIO,398,Mejor opción número 1.,Hands Sorting Fresh Fish and Adding Ice at a Market,7803085,1.4,21:41.40,21:42.80,DIAGONAL PAN + ZOOM IN · 4s,hands_sorting_fish
MEJOR OPCION 1 - CONSORCIO,399,Consorcio.,Hands open a can of tuna with a spoon,3420163,0.4,21:42.80,21:43.20,ZOOM IN FAST · 2s,hand_spoon_tuna
MEJOR OPCION 1 - CONSORCIO,400,"Con sede en Santoña, Cantabria, y raíces que se remontan",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.6,21:43.20,21:46.80,PAN UP · 4s,cert_stamp
MEJOR OPCION 1 - CONSORCIO,401,"a mediados del siglo veinte, Consorcio ha construido su reputación",Stamp with CERTIFIED text of flat style isolated on white background,3982793,3.6,21:46.80,21:50.40,ZOOM IN SLOW · 4s,cert_stamp
